name,latitude,longitude
hERpHEmvMnatBqq,12.95768668,77.44905194
lwzJQhDNjFeZaGu,13.0839943,77.64385893
ZtGYasvPbFraLKt,12.94126663,77.45607967
scHiTOxyvnkkeoK,13.07936441,77.54146126
kDCpRTCvAAxSHki,12.92046669,77.46194735
IiUaIKLepwZKsK,12.91042244,77.59244421
IiUaIKLepwZlKsK,12.91128729,77.59196144
YThcnZeITZSBWti,13.06170419,77.46981109
UGMWtjvSRqgJVnG,13.01752895,77.62423508
OUidkjxBLedTuHH,13.04162785,77.72598449
izdTHTBEbYaEgOX,13.03365163,77.71765686
PUEPIdrCLOanVoe,12.99804691,77.62951875
AHzXGncOYekvbc,12.90672149,77.70340274
AHzXGncOYekMvbc,12.90589412,77.70314404
wUimqZxiywwEpgW,12.87009716,77.56142216
WmrWTJjSeoDNKrY,13.05255403,77.72506752
PSKniQjkACaYDAF,12.85464227,77.51795987
ldVvnlZYRRQIARe,13.00623614,77.6487661
zXFOuQMpUCQNvwN,13.00147581,77.55459404
cfCcavzCtxehzgB,13.01635107,77.7140458
bYYGjWYrhFUbeMw,13.09147894,77.64326137
RDRnTMfmYfSiWLa,12.87342627,77.59219469
DkRreiaFouYeugQi,13.02865939,77.50803626
DkRreiaFouYeugQ,13.02849588,77.50866651
UhTpjPyNxMNPLTu,12.96433664,77.61389929
ZMBcVAKMKMvEWGe,13.08047196,77.54533922
FJPspVZZjtCpGhD,12.96395796,77.58372001
VVYyShvmxawkABS,12.99987048,77.55501223
FtLcazuLGZorHIp,12.90432594,77.56540886
QXhfUHXfnEuMLzK,12.86915746,77.55454983
MOevNigvbIPFlIw,12.90516803,77.53557985
yedOHCLujmIAmrw,12.87589629,77.53438208
yEBaScGavnPNhaO,12.98390381,77.67301246
gbxCPStfxHtqGPj,12.89011083,77.69536264
xUkXBAtfaYztalY,12.86661776,77.70629123
LkdKFkvwYOizHhG,13.07524687,77.67856557
aXvBGKUTNkPDxiFC,12.98073315,77.5255609
aXvBGKUTNkPDxiF,12.98167558,77.52547079
SdxKQfPDkfXEQK,12.9300119,77.64535691
SGdxKQfPDkfXEQK,12.92977862,77.64581473
rkWeIcJsMGhJvVj,12.90985126,77.58992159
faGJXWFYNHSPmtc,12.92943032,77.50693087
QZWPyfoWhsGVegx,12.96152179,77.57741533
gimvnlEtvGcieTP,12.85855872,77.51094535
kUeXLNDvRBgMgJ,12.90268571,77.46886737
kUeXLNDkvRBgMgJ,12.90363218,77.46820674
zMnIJyjWeDzIiFN,12.92184234,77.69292737
JJppBmEBESHHEKM,12.97348296,77.60259963
iLozbVApJSXmlET,12.88619366,77.73511735
qRkXfDsDXmkPhiV,13.06470297,77.49609752
djfMAJHQMwctzlr,12.86597709,77.71936637
aTVCnxWtroJHYze,12.90899347,77.56406846
KUDVyRreQFprfGM,13.05255686,77.49718136
oghZJueuCoOVFFb,12.88511467,77.5295542
qwyZbldyIiMwAtX,13.09523598,77.7012832
mdwjLVCzawRJRbF,12.98897033,77.66838579
ubwcOdJpSzYjTsq,12.95573753,77.61363584
tjMQLReAgmwYMHS,13.0622491,77.51225827
WVmetzSiurfiAUL,12.91256116,77.4526941
ozDTqvwhYQBROfD,13.05794787,77.49674734
kevkYpwoeByGkFr,12.94299412,77.54395973
dMUDcoSkcZbFKdV,12.87697772,77.65820071
kAbqVgEBpxFnneeo,12.96097507,77.57004912
kAbqVgEBpxFnnee,12.96141321,77.57019867
lTtlymCLWsWZWsVq,12.87696321,77.73722145
lTtlymCLWsWZWsV,12.87673497,77.73676928
iBRAngLgCvBRSdG,13.02433908,77.56113474
OQwFZvRDfaPmST,13.02359602,77.61059259
OQwFZvRDfaXPmST,13.0229522,77.61072906
phXvLqAWrLDZhtd,12.88268889,77.66603176
UHFkwweTReUSDKq,12.98506841,77.64400192
NibgfyKYxNWbeKLg,12.91328486,77.64198737
NibgfyKYxNWbeKL,12.91389187,77.64292344
qJppelDtodtuwlS,13.06542173,77.6967317
oUvkVqDnWziwqkHa,12.86031539,77.71437757
oUvkVqDnWziwqkH,12.85951774,77.71387691
gJCMWixYCxiCsRi,12.89060617,77.45334686
AFqPgmEocwIFzLt,13.02030556,77.54426001
ToRGkjGtfriNKrG,13.07633664,77.50825743
uSpRTMsPPxpYrXYN,12.89346796,77.46530154
uSpRTMsPPxpYrXY,12.8930565,77.46607831
FWnMoObNBQumEbF,12.99260036,77.62052875
LXeVIjVTvcHGAuR,13.04168761,77.64935555
VbKDuThUkVhCEke,13.07860616,77.7223663
jpwlGIswRSROHnHt,13.04131613,77.55980603
jpwlGIswRSROHnH,13.04137554,77.55885516
iULvrIPjlCxIbaS,12.88775625,77.5365935
dqBETBbjtnmCjfyH,12.98860048,77.5720966
dqBETBbjtnmCjfy,12.9887294,77.57301755
nLZxHFpewcAGrx,12.863799,77.64452529
nLZxHFpbewcAGrx,12.86385784,77.64525981
uvzKVBQcyXHtZVW,13.07281791,77.6962507
QzpbfuMOwCwbYwA,12.92404671,77.53196518
SHOpYBxDzUqDXVC,12.99388132,77.49047282
ppNmjapNRDwzKSG,12.85577323,77.46353823
VDpxVLdUJWsrQRd,13.0165377,77.66186594
NIhGiaebgXkNTXz,12.90344896,77.61073602
vbzvUUZmcsYlSNW,12.99692542,77.60442642
tKPqearmjjeXJKF,12.86043553,77.68204501
tQJDehlAWgvqTVj,12.94638308,77.73090427
YlJipaMJEgYDLGL,12.85566093,77.70590251
sybMQAzuUVMldcW,12.92319608,77.73550459
kNhxxUpqqPJLmeh,12.90008894,77.52488981
DoogkGPglaOVapTC,13.04136705,77.68444569
DoogkGPglaOVapT,13.04128267,77.68541159
AfxToToeaPWvZWPw,13.04710662,77.60154707
AfxToToeaPWvZWP,13.04793998,77.60200775
oktOgZVpMgzkIoQ,13.04352344,77.60829813
dYtwXpiLZZGKyXp,12.91862829,77.60075689
NnvpamKFZgFAymr,12.95603152,77.74012493
epgERAsQdMmYvlWO,13.07155663,77.47753799
epgERAsQdMmYvlW,13.07123212,77.47760893
OIuTonvpKemVxgj,13.0058949,77.44596757
cJsgpIDaapwLLzL,12.98537262,77.50694462
QGKQMGFUVAUvHwbi,12.95693668,77.70543799
QGKQMGFUVAUvHwb,12.95770286,77.70571514
xbqFuavSOQEbmvv,12.8739781,77.5724454
jXlmRpRPbcSCigw,12.88871668,77.68973237
zPSWlKdbuVOtkqR,13.01197464,77.66341523
ZxqUVgjukCQVYmT,12.93490366,77.72460942
cNiURThlENYskRGc,12.98476039,77.69799223
cNiURThlENYskRG,12.98379327,77.69712206
DBhEnsjgbbSoIUZY,13.07286689,77.46666114
DBhEnsjgbbSoIUZ,13.07276436,77.46578817
tNKXZupORAhTcLB,13.08963594,77.73822511
XfKIVKiFANgrzFL,12.92785866,77.52022848
eDSyWpjMyyocOyY,12.92334853,77.67778596
mMwvSDnetrjTSDh,12.95678006,77.47937814
kKcvnpZxEITgtWn,13.06920524,77.74304771
jsCAcWwwZaVQJWj,12.996604,77.67329173
IpIbcehVaYtLLQH,13.03674631,77.49266374
UwyonqUKbSPzXSa,12.9179939,77.60333463
pXiQXYXRSplaDGz,12.90456523,77.52698705
BKDioYovhahsMLe,13.08510126,77.4527782
AxKufLnhldOPnv,12.86534346,77.52254096
AxKufWLnhldOPnv,12.86453359,77.52222344
NdDtvDjHpfaPiyH,12.88531773,77.67983335
zqRqksOVHZNxmRj,12.87630747,77.54438748
pttxSxLaIpzZxHx,13.0746746,77.57028659
KdTDLHVuPULRgFl,12.94081081,77.70197592
WWNOGyYeqfvkmmx,12.86092816,77.69970491
TOKCbBDbOFiAkeE,13.04858405,77.46829898
JIisjtNghRsdZr,13.03734047,77.55605579
JKIisjtNghRsdZr,13.03800229,77.55518971
KMXYsjDVZBtjByM,12.96493712,77.64424296
wybMltMlRsyUSZUm,12.99332458,77.47070937
wybMltMlRsyUSZU,12.99264553,77.47036483
eZhnAOaNvkrmaZd,12.97645102,77.69596626
HhAfeqRCcyXQQMC,13.00331059,77.71872418
IUIUrQnxTdPuvgN,12.87738032,77.62435024
NvfVdgksiTNCgpF,12.8975894,77.72644444
LrmrIIpDnzxnKEfZ,13.02000691,77.63064691
LrmrIIpDnzxnKEf,13.01995854,77.63117947
JPDlSIxcnMvREbx,12.99378448,77.54732492
LGohaCXZoyALWDM,12.85982887,77.64417158
hsGOVBKAoXyAoNB,12.85445025,77.44794147
NjBuSQsdLLpocYw,12.91486517,77.62069408
XWyBWdhElXWkSsU,12.97371043,77.614359
KLbWzaMSxQizCvS,12.86608053,77.6778207
jQWgMYpmzAHYzHe,12.94565178,77.4822252
KxRKKqiAJLYhYMB,12.96009339,77.69009934
xKYRkBITsRosvMx,12.95759521,77.65464294
NRfshQaysaMRWIA,12.86474615,77.47818832
joTFJKovMIUVQtvT,13.02408021,77.61917823
joTFJKovMIUVQtv,13.02313643,77.61888564
kpqhwoqJYWmaitW,13.08573377,77.4901042
UWPAOdWOoDDQLsI,12.94164894,77.54177971
IfCkjzOQKtbPJee,12.8621816,77.46421703
KdTUHUUKLYARyfX,12.99237072,77.69933522
fEvlCaVXFFuAHzk,13.0878618,77.5532462
lLKnbTkIlrLJifE,12.88152578,77.46534213
GVuGPdbPLNDBxgc,13.08262035,77.67532088
UAuIbMnrqHgViZv,12.94206573,77.73847981
ukAcnnNJEQJefQP,13.060271,77.65621047
ArnQxoKYkDZyFatX,13.05004888,77.61627523
ArnQxoKYkDZyFat,13.05093302,77.6154149
ooeqqlxEaLOhdIr,12.95584811,77.57710088
OAAObErlxdVkOet,12.91261779,77.6401051
hefDlnEonRQwJmB,13.08886052,77.62559194
CnRfsPRFUuNJhw,12.92632596,77.61283747
CnRfsPRFUuNJhAw,12.92583049,77.61288428
ryFAGHHkenZGxjN,13.05390596,77.68370116
dtMmdVfCfDeIbiL,12.86923006,77.63807034
jpHAiXjdJjPimTc,12.96852484,77.58890616
AtAdbtgwGLoFlic,12.87193945,77.59814322
NRWiVJWuPOCeZVU,12.98014523,77.59174941
BQpBtdNGIRjYTRUm,12.85611945,77.69788929
BQpBtdNGIRjYTRU,12.85636785,77.69812096
sSoPpXKpdFYXxHF,13.07467261,77.45991592
glFalYEzWEsaqSX,13.02371107,77.54687108
JdJPAWxkuCCAKrx,13.09522672,77.73503176
qNgKGyXMCehfNnW,12.95301425,77.54120878
dzuXQcYlKqAjgZJ,12.92054263,77.58031383
tnEYDnFDJouBjHY,13.09107988,77.6508267
lWndPrbYBwtVjA,12.94878951,77.65649655
lWndPrbYBwtVjAU,12.94874789,77.65738604
EkkrUCSmBLTSTz,12.97266174,77.66617968
EkkrUCSmBLTSTzC,12.97227366,77.66638536
fsQDbbsUZCWicXN,13.05937872,77.59086556
hwqgDBUcZbgmHxzw,12.98380445,77.62490629
hwqgDBUcZbgmHxz,12.98325809,77.62456361
KFAzSYSuqRxBxBz,12.93862602,77.50084224
TadhTexQbIhorfb,12.87364188,77.63736943
pXRWmAVyotyqYtH,13.07641665,77.54604294
UlwrkwvpctzsLBG,13.02933632,77.51380417
RciNFriZVRkMnhL,12.95972504,77.65200543
tSPaHnvEbJJEjru,12.86478118,77.51605084
wdsAMecxiDrAamd,13.02627291,77.69457204
UDwbAQBMeUPfXca,13.01178861,77.4953313
FFPXMGtUqxDXodv,12.94304809,77.61179468
OhHSbmTBeTbmTKz,13.00414299,77.57626911
kcLzdPeCnkqlhlv,12.88916237,77.4668416
kJwjWmAbRrpSeFW,13.04901532,77.70099858
BQyMXKoPTHzzoZm,12.86225319,77.69304178
ExGKmWBmEbrgrzX,12.86222373,77.48145978
acketlKpXhcGiMcw,13.02290091,77.72603845
acketlKpXhcGiMc,13.02381356,77.72701595
yOmcagHtiMsceOH,12.92132981,77.65404871
zsXGztDGTiYIiKk,13.00283795,77.67110016
biSfdxNiyizULhFr,13.01405843,77.68870919
biSfdxNiyizULhF,13.01466811,77.68940312
KqNJrejuJqrVjwan,12.88150247,77.65193118
KqNJrejuJqrVjwa,12.88202623,77.65240043
GDVQKUQtzFJBWkY,13.00233717,77.7155415
JwWgwFfCibUbkmx,12.92125324,77.65875185
vKPmBXuxEARXlZg,13.083755,77.73490609
hGTRCNOMzcyxMag,12.94248034,77.68637184
KmyDmxIapLOKhiW,12.85930043,77.62225386
oPsIbIGTAWgckJf,12.87593251,77.68085992
WWPDDTjjKNMDtap,12.94176028,77.54600124
hiYBsWslVlovoPY,13.03515014,77.71643426
lYSgWGNZnYmBGDF,12.98403493,77.63529444
kqWIMeaoZrwqGW,12.88045008,77.71691689
kqWIdMeaoZrwqGW,12.8802571,77.7161951
IWHcGBYNHUYKZOJ,12.96779584,77.46720127
zhaWaYdsRLmTooJ,12.98895949,77.52393824
hDZCNhmjBxZkXDv,13.0478097,77.66422931
HFdKKRkHUmdOVqw,13.00340552,77.62266594
rGkCicxdHNhBRWc,13.07146532,77.44629197
ccfGqYGPOcwLBwZ,12.91142727,77.56110917
IXkWqTDSNvXiafO,13.09470116,77.64107443
HLuSmtUuvqhoyMY,13.06212559,77.50885443
OdlpurLXUGhiCaS,12.93361026,77.61415034
kLjDePipuNdQYRY,12.86647894,77.58657476
nvdUvfplxjiPYGLK,12.93627132,77.55350705
nvdUvfplxjiPYGL,12.93594207,77.5527763
wyahFihpVcSJdck,12.99927475,77.55183663
jsvMAeBSSLnbfSv,12.88161617,77.45850959
docNiWIhtusveKq,13.09073737,77.65700944
OqJijwWCfiglkf,12.99564794,77.72774753
OqJijwWCfigslkf,12.99654552,77.72680079
hTEBAWYvcKuAvNuA,13.04051054,77.44930125
hTEBAWYvcKuAvNu,13.04069183,77.4495803
XNerJTBBvYyqRNc,12.90248701,77.45840396
PfbzjRwwQMklEiD,12.89796523,77.73997539
CYuBtPCgDJFWZz,12.87199334,77.50966818
CYuBtPCgDJFWZLz,12.87297278,77.50920974
LOgdSCRsXuMQLJ,12.96783657,77.52564738
LOgNdSCRsXuMQLJ,12.96842349,77.52635916
NKPftpjZlAggUCv,12.93173649,77.48186013
bgRZHJqNIwPCuMI,13.06765511,77.63704131
ZAJnKCFBinARdsn,13.00164405,77.62958002
ZWJQYMoZEoklxce,12.86307497,77.71872802
JSYIWDDWPYOeWqO,12.87793385,77.48893868
VKbZbsWmEVpAxYQ,12.85569442,77.66597271
wRehcKJMtKwLNkl,12.97872706,77.56493963
KjfmIWbZbjJvRHL,12.90558158,77.70819279
ElUlHRrHhaEfcxX,13.00939415,77.62518681
biQyPcWBIzkwZDl,12.87518709,77.64271437
tbmgCjpsBBaQtEq,12.98729108,77.68729161
GJwyCyMNEySoQlS,12.89787431,77.71540553
UmJKGtRBtZMvAiH,12.94608527,77.56985894
iFmSXJZYvhzcuQL,13.09671521,77.73976603
HHfmFmqtRRrFqud,13.05058677,77.60248187
UdmPbaSQHXYUjXZ,12.90561273,77.53067755
RZXzrxjpGnUnpzq,12.87933751,77.66047714
owcPWlILgqCOtpM,12.88520196,77.58790443
jOJWONdYjTcSjyj,12.92828074,77.4980236
cKuUcmOiFdoBYHZ,12.86023824,77.53468606
SvtadFcxZZhZmXf,13.06081483,77.52375147
oLLotcExJdQqFbd,13.06051125,77.69009643
ikONQSMkWmihgjP,12.88413118,77.44672143
FkgmdXfQWFLiMCw,12.990572,77.5568528
KmmBqkaneOFwVfW,12.88258121,77.51129916
qyYbtMGMOuVbnxA,12.92187038,77.58995305
btzGHZDqWolXMWe,13.08853262,77.55927266
vfSyjUIajJLcGeu,12.97721175,77.47490206
GfSfNIaFCpgpBes,12.88060337,77.66553239
PJzoRUmbXOEGjGH,13.07758505,77.62937571
DixjOhqtvAdiSWg,12.90307645,77.73529386
ZbRlYFHJZlemlcg,12.86041072,77.7012641
bVWuJHPDKrkGyqG,13.00562174,77.47403696
WEeegLYYvdQftC,12.97894562,77.67529068
WEeeTgLYYvdQftC,12.97951229,77.67509942
ytuqkpYPdwphopm,13.02369942,77.52356917
YfxWxCKlmeOQrN,12.99573772,77.46042725
YfxWxCKllmeOQrN,12.99657891,77.46102703
MrjYiKFDVosaAjL,13.08656082,77.7012288
qdUtWNBvbtuZnil,12.94787281,77.47705011
DBDGxHfguqOEbop,12.98864582,77.53089514
CLUfDxWsNRlwZHg,13.04345919,77.60418237
OCLSBShQbPRvpgU,13.03285703,77.49677652
YfiGoOwmnQLyjRi,12.90693182,77.54691737
YApDJtqauwNgAHN,12.93203102,77.73580676
oEJllKszAxQaEaY,13.02054676,77.5931313
QkMhLEJVsvkOWIp,12.94894245,77.50384472
VLHkwWryfdbdhHN,13.04137236,77.50291044
woLNuGHIyFutqqT,13.03083027,77.68109205
ttjpAppqdIOtlgFD,13.0077761,77.53102153
ttjpAppqdIOtlgF,13.00868142,77.53104197
mZYydyyDPPpPzuvQ,13.08197032,77.64048601
mZYydyyDPPpPzuv,13.08261148,77.64135174
iUcpSxGJjDRaZCq,13.0696309,77.70391191
KdxeZrLpKWPOHiO,13.04868728,77.46036519
DiAlBOqofqXTfiT,13.0613306,77.65465874
qYiNGLQDcCBbBNr,12.85350481,77.54323262
bzzaIJThXyJXbor,12.85624255,77.54152273
nrfjoBfdogrQQxd,12.93277823,77.57048618
QkwzQyaQqYbgzoP,12.93000103,77.51117383
cgWUWBJqaVrOolO,13.08576646,77.65233989
eZVvqYradDFHGWy,13.06230781,77.49254698
InXyxxYvuOtrwxBz,12.95902623,77.45580673
InXyxxYvuOtrwxB,12.95939381,77.45516488
jJVysWnvThEfVN,13.08383292,77.72253068
jEJVysWnvThEfVN,13.08456671,77.72250142
QcmbKHLRVzKopHoz,13.09475997,77.54369529
QcmbKHLRVzKopHo,13.09444933,77.54468402
uOfuqQKCfUvxLHzl,13.02864674,77.54081547
uOfuqQKCfUvxLHz,13.0281528,77.54018141
ZqvgwmPEoXzgQv,12.88636709,77.57976963
ZlqvgwmPEoXzgQv,12.88717757,77.58021503
yLlHSCHUezLTStAe,13.00426458,77.56316646
yLlHSCHUezLTStA,13.00485957,77.5638384
CrCgXFmgUzERwQn,13.07128627,77.54734298
zpVccYFOysOPBb,12.95258127,77.59260231
zpVccYFOcysOPBb,12.95173792,77.59243374
bbyIrLxZerivvyH,12.90954011,77.73538139
OhvhIuhUeIhJVxE,12.8666725,77.65034939
OlBYPNYBsPdUWIL,13.03715709,77.61938457
jAuCBcIOebjPtL,13.06804311,77.58078352
jAuCBcIOJebjPtL,13.06851383,77.58094941
SPGFVLoTKeaphGl,13.07265733,77.60297409
LQfhhHnoOZxXJZE,13.08995726,77.69899533
NjvldpTqMFjNvMv,13.0196115,77.61659045
UHvHflhMWGpvEzuo,12.92682368,77.58184944
UHvHflhMWGpvEzu,12.92597395,77.58158328
jPKsYKmnRlcIteL,12.96581469,77.52693339
BoJCqoJklxplftqF,13.04119265,77.47023635
BoJCqoJklxplftq,13.04176717,77.47074862
YWceWqRLvizUsFW,13.00689469,77.57664271
abPUkveuBTZyvNQ,13.02766485,77.68831149
eXmTPoTnqAZhYnV,12.98082922,77.67176533
xSqLSOLKrljikUy,13.09303929,77.50405508
tlRKGSfyXpdnszG,12.98710594,77.66757001
riKAKZfpzWWgqEC,12.88814807,77.49578211
UaNAjlVwovchJv,12.85776744,77.55587184
UaNAjlVmwovchJv,12.85746869,77.55611115
SYgrIhsaCxBHBh,12.92522869,77.53493873
SYgOrIhsaCxBHBh,12.92609061,77.53502269
RXWHxGrDCilrNTm,12.87818457,77.67181096
LUCJDdIUoXjSdke,12.99129092,77.46277797
GGyIQNLuyQuVsao,12.97687331,77.67744447
kjLLmhjgfgWBGfn,13.07842485,77.60425564
wWunSrwPQqAqciY,13.00494991,77.59111131
ZfPuYUtJPaAyrzw,12.85337183,77.62566124
lFiZgUTsYsmCcve,12.90639178,77.7326948
YAsqEAHoRqfIXEu,12.89125738,77.6353235
EYSEhwhuWVPoNFe,13.09226828,77.62601495
zdSedwsmTjFbTRq,12.90146008,77.73915179
XbOtjZlbsSqrrYRV,13.09255219,77.52968715
XbOtjZlbsSqrrYR,13.09202641,77.53052607
cwPnQlblARQNxgc,12.91936833,77.47650191
TAevJytephHIrIRM,13.01830247,77.65401142
TAevJytephHIrIR,13.01854974,77.6547496
uRUXGHDRExEeeHb,12.87976453,77.73931861
XajaetzVTUaSpHm,13.04437737,77.5780789
BNeHOoSzriPyNbA,13.05177169,77.45234936
lCARbRkAOZNJrMgI,13.02761337,77.68489833
lCARbRkAOZNJrMg,13.02758072,77.68448847
jVMitFHFeBXylUO,12.99274298,77.48944555
wTUEkXzUrWajsum,12.99037029,77.71140507
KgFlmuNurvKcSpE,12.92940587,77.69857804
xeWCIHHPNhwOMKl,12.97671309,77.50463218
ooobimnhkeFFtyD,12.89689129,77.67903661
YoKsktuOqMWVqm,12.93183096,77.60181359
YoKsBktuOqMWVqm,12.93246728,77.60277644
cTnDlXxtaQulmEF,12.88943207,77.52881898
FTBTVigRRBRuiOx,12.877061,77.53145068
DiNlziXGNFumRLf,12.93938223,77.61568709
PXyatwKsirkhLvW,12.98455144,77.65723646
xYplogMXRUarbHY,12.95291945,77.47028195
TXMPICPuOtKzpvz,13.0339225,77.68897684
dgqwhXuKotQYyIw,12.93644483,77.52063706
RdrWinoSIaJqtVt,12.93147193,77.55582922
LGJhslNCbtqaTbd,12.95529193,77.48937718
YXdWcQptEPkDLGp,13.06189198,77.73560525
biVjwvpxcitlbyA,12.85656182,77.60839428
cdWCGGBLCRmsXsiJ,13.01782513,77.46142488
cdWCGGBLCRmsXsi,13.01863267,77.46191952
aLkNGsfsCEGxqM,12.89941111,77.4838565
XaLkNGsfsCEGxqM,12.89874601,77.4839006
qYgMcfTPkSWhblr,13.09051472,77.60186213
RINznJedJopAEuO,12.9547676,77.63418282
IXDcuKmOfWjqfTF,13.05643614,77.71430747
JRqHDdwTdpSwjDsg,13.0628367,77.63304183
JRqHDdwTdpSwjDs,13.06302687,77.63275477
NpVbgsRlsPylVWd,12.92363537,77.70410993
waByRsUvHYbdGYs,12.87551531,77.72187387
UElutIQuKJDSaqW,13.07237703,77.57182399
PXJKpsMNmFqQFJh,13.02622402,77.50874096
gzvxBpINFCOewtSW,12.88658692,77.51896594
gzvxBpINFCOewtS,12.88730973,77.51796828
TlErXeVVUQYjTYk,13.00324758,77.64577376
xVddhbRRWBeIjtf,13.0341526,77.46203221
EyZQtxLzvXHireJ,12.91991068,77.53803797
cswlTnDcEWpQpxou,12.9466628,77.52429071
cswlTnDcEWpQpxo,12.94568078,77.52498338
lmGZlXHKNgHlXp,12.89765088,77.5589432
ElmGZlXHKNgHlXp,12.89801082,77.55808453
iklkffXSjCUHxIQ,13.03304186,77.62416076
kqGadMdIdxKBIOI,12.88203398,77.67885593
qBuXyESZtjaDGgdK,13.06161858,77.49529282
qBuXyESZtjaDGgd,13.06076227,77.49607772
sYKZWdrZxoANaz,13.05707461,77.48350317
sYKZWdrZxoANlaz,13.05769714,77.48279869
TuroaYbYlNIIswb,13.05087217,77.55466222
yCpuvRYgvLzzyWX,13.06221426,77.5095299
DrHOJKXjqEHwNuI,12.9998049,77.55179223
YZOvCiKFJOTQAx,12.88845403,77.71967933
YZOvCiKFJzOTQAx,12.88866532,77.72067297
pJmaPlLvlPEvury,13.04909559,77.45128753
xPbNQoupguslWG,12.88601669,77.58172979
xPbNQoupgsuslWG,12.88543206,77.58194123
rYIYHNtYjFVSoMl,12.90474506,77.54158835
oJCeRlktyQyHbXS,13.09110306,77.49543606
jxWFqREAeDtAgXI,12.94020928,77.51481471
kGBtHeuMpmHgpEq,13.05835581,77.68741838
yOuhGskMkKqrSXM,12.91691857,77.71508756
emDdDcFGYYqrVOO,12.92428974,77.45344438
lHNjSOmtfxpNnbT,12.90349209,77.52921367
xMezibpwlNVqngX,12.95959121,77.63745045
gndnSitDSjDFeaW,12.88514945,77.74321955
wiMprKarbLEQLwI,12.90287436,77.49675811
ksyFNqKAPdThAWN,12.86426563,77.73271906
xnbhgsiIJAPeTqa,12.86791769,77.55006627
AxipFwLmDyvRGjR,12.91061818,77.56472699
EPNizAEmwcDPCVM,12.89927637,77.62636814
LoZRugDaZMiyUllk,12.92601332,77.72910756
LoZRugDaZMiyUll,12.92611489,77.72900642
WYsXcYMfbZnbzJj,13.07559537,77.51300379
VzzYSTzgSMjbtGU,12.9522726,77.73806665
JYlFwbtPrweCBKj,13.09217247,77.64530465
oezEyHeDVOrYAFEf,13.01163494,77.67431669
oezEyHeDVOrYAFE,13.01193658,77.67344414
meFZKKwAxeilIPM,12.85824685,77.52395831
UHlPwVoiuYKgYoM,13.087243,77.52487496
WPZRoaYMTsQMVpup,12.98120308,77.54479952
WPZRoaYMTsQMVpu,12.98145711,77.54394672
sfPHqOPCPxGZxlw,12.91069179,77.69617678
xfPXOmmRwWGpDiE,13.01780638,77.5837587
DvErJmjgPevlfD,12.92346141,77.589582
DvErJmjgPeavlfD,12.92331371,77.5890497
nWDUOqdEvnKsWsJB,12.97935839,77.72664801
nWDUOqdEvnKsWsJ,12.97948797,77.72677598
tVcDlOFGDstwYGJ,13.00038452,77.51029904
aAvzrrdaQOqVTup,13.02456447,77.46613449
tniQsLbPfCetrVe,13.09428851,77.69295218
zVEEzCHEcXuHXUt,12.92914066,77.6477874
LTYuLaIQBJjvbBK,13.06227936,77.58900499
