,name,latitude,longitude,is_similar
225,hefDlnEonRQwJmB,13.08886052,77.62559194,0
226,CnRfsPRFUuNJhw,12.92632596,77.61283747,1
227,CnRfsPRFUuNJhAw,12.92583049,77.61288428,1
228,ryFAGHHkenZGxjN,13.05390596,77.68370116,0
229,dtMmdVfCfDeIbiL,12.86923006,77.63807034,0
230,jpHAiXjdJjPimTc,12.96852484,77.58890616,0
231,AtAdbtgwGLoFlic,12.87193945,77.59814322,0
232,NRWiVJWuPOCeZVU,12.98014523,77.59174941,0
233,BQpBtdNGIRjYTRUm,12.85611945,77.69788929,1
234,BQpBtdNGIRjYTRU,12.85636785,77.69812096,1
235,sSoPpXKpdFYXxHF,13.07467261,77.45991592,0
236,glFalYEzWEsaqSX,13.02371107,77.54687108,0
237,JdJPAWxkuCCAKrx,13.09522672,77.73503176,0
238,qNgKGyXMCehfNnW,12.95301425,77.54120878,0
239,dzuXQcYlKqAjgZJ,12.92054263,77.58031383,0
240,tnEYDnFDJouBjHY,13.09107988,77.6508267,0
241,lWndPrbYBwtVjA,12.94878951,77.65649655,1
242,lWndPrbYBwtVjAU,12.94874789,77.65738604,1
243,EkkrUCSmBLTSTz,12.97266174,77.66617968,1
244,EkkrUCSmBLTSTzC,12.97227366,77.66638536,1
245,fsQDbbsUZCWicXN,13.05937872,77.59086556,0
246,hwqgDBUcZbgmHxzw,12.98380445,77.62490629,1
247,hwqgDBUcZbgmHxz,12.98325809,77.62456361,1
248,KFAzSYSuqRxBxBz,12.93862602,77.50084224,0
249,TadhTexQbIhorfb,12.87364188,77.63736943,0
250,pXRWmAVyotyqYtH,13.07641665,77.54604294,0
251,UlwrkwvpctzsLBG,13.02933632,77.51380417,0
252,RciNFriZVRkMnhL,12.95972504,77.65200543,0
253,tSPaHnvEbJJEjru,12.86478118,77.51605084,0
254,wdsAMecxiDrAamd,13.02627291,77.69457204,0
255,UDwbAQBMeUPfXca,13.01178861,77.4953313,0
256,FFPXMGtUqxDXodv,12.94304809,77.61179468,0
257,OhHSbmTBeTbmTKz,13.00414299,77.57626911,0
258,kcLzdPeCnkqlhlv,12.88916237,77.4668416,0
259,kJwjWmAbRrpSeFW,13.04901532,77.70099858,0
260,BQyMXKoPTHzzoZm,12.86225319,77.69304178,0
261,ExGKmWBmEbrgrzX,12.86222373,77.48145978,0
262,acketlKpXhcGiMcw,13.02290091,77.72603845,1
263,acketlKpXhcGiMc,13.02381356,77.72701595,1
264,yOmcagHtiMsceOH,12.92132981,77.65404871,0
265,zsXGztDGTiYIiKk,13.00283795,77.67110016,0
266,biSfdxNiyizULhFr,13.01405843,77.68870919,1
267,biSfdxNiyizULhF,13.01466811,77.68940312,1
268,KqNJrejuJqrVjwan,12.88150247,77.65193118,1
269,KqNJrejuJqrVjwa,12.88202623,77.65240043,1
270,GDVQKUQtzFJBWkY,13.00233717,77.7155415,0
271,JwWgwFfCibUbkmx,12.92125324,77.65875185,0
272,vKPmBXuxEARXlZg,13.083755,77.73490609,0
273,hGTRCNOMzcyxMag,12.94248034,77.68637184,0
274,KmyDmxIapLOKhiW,12.85930043,77.62225386,0
275,oPsIbIGTAWgckJf,12.87593251,77.68085992,0
276,WWPDDTjjKNMDtap,12.94176028,77.54600124,0
277,hiYBsWslVlovoPY,13.03515014,77.71643426,0
278,lYSgWGNZnYmBGDF,12.98403493,77.63529444,0
279,kqWIMeaoZrwqGW,12.88045008,77.71691689,1
280,kqWIdMeaoZrwqGW,12.8802571,77.7161951,1
281,IWHcGBYNHUYKZOJ,12.96779584,77.46720127,0
282,zhaWaYdsRLmTooJ,12.98895949,77.52393824,0
283,hDZCNhmjBxZkXDv,13.0478097,77.66422931,0
284,HFdKKRkHUmdOVqw,13.00340552,77.62266594,0
285,rGkCicxdHNhBRWc,13.07146532,77.44629197,0
286,ccfGqYGPOcwLBwZ,12.91142727,77.56110917,0
287,IXkWqTDSNvXiafO,13.09470116,77.64107443,0
288,HLuSmtUuvqhoyMY,13.06212559,77.50885443,0
289,OdlpurLXUGhiCaS,12.93361026,77.61415034,0
290,kLjDePipuNdQYRY,12.86647894,77.58657476,0
291,nvdUvfplxjiPYGLK,12.93627132,77.55350705,1
292,nvdUvfplxjiPYGL,12.93594207,77.5527763,1
293,wyahFihpVcSJdck,12.99927475,77.55183663,0
294,jsvMAeBSSLnbfSv,12.88161617,77.45850959,0
295,docNiWIhtusveKq,13.09073737,77.65700944,0
296,OqJijwWCfiglkf,12.99564794,77.72774753,1
297,OqJijwWCfigslkf,12.99654552,77.72680079,1
298,hTEBAWYvcKuAvNuA,13.04051054,77.44930125,1
299,hTEBAWYvcKuAvNu,13.04069183,77.4495803,1
300,XNerJTBBvYyqRNc,12.90248701,77.45840396,0
301,PfbzjRwwQMklEiD,12.89796523,77.73997539,0
302,CYuBtPCgDJFWZz,12.87199334,77.50966818,1
303,CYuBtPCgDJFWZLz,12.87297278,77.50920974,1
304,LOgdSCRsXuMQLJ,12.96783657,77.52564738,1
305,LOgNdSCRsXuMQLJ,12.96842349,77.52635916,1
306,NKPftpjZlAggUCv,12.93173649,77.48186013,0
307,bgRZHJqNIwPCuMI,13.06765511,77.63704131,0
308,ZAJnKCFBinARdsn,13.00164405,77.62958002,0
309,ZWJQYMoZEoklxce,12.86307497,77.71872802,0
310,JSYIWDDWPYOeWqO,12.87793385,77.48893868,0
311,VKbZbsWmEVpAxYQ,12.85569442,77.66597271,0
312,wRehcKJMtKwLNkl,12.97872706,77.56493963,0
313,KjfmIWbZbjJvRHL,12.90558158,77.70819279,0
314,ElUlHRrHhaEfcxX,13.00939415,77.62518681,0
315,biQyPcWBIzkwZDl,12.87518709,77.64271437,0
316,tbmgCjpsBBaQtEq,12.98729108,77.68729161,0
317,GJwyCyMNEySoQlS,12.89787431,77.71540553,0
318,UmJKGtRBtZMvAiH,12.94608527,77.56985894,0
319,iFmSXJZYvhzcuQL,13.09671521,77.73976603,0
320,HHfmFmqtRRrFqud,13.05058677,77.60248187,0
321,UdmPbaSQHXYUjXZ,12.90561273,77.53067755,0
322,RZXzrxjpGnUnpzq,12.87933751,77.66047714,0
323,owcPWlILgqCOtpM,12.88520196,77.58790443,0
324,jOJWONdYjTcSjyj,12.92828074,77.4980236,0
325,cKuUcmOiFdoBYHZ,12.86023824,77.53468606,0
326,SvtadFcxZZhZmXf,13.06081483,77.52375147,0
327,oLLotcExJdQqFbd,13.06051125,77.69009643,0
328,ikONQSMkWmihgjP,12.88413118,77.44672143,0
329,FkgmdXfQWFLiMCw,12.990572,77.5568528,0
330,KmmBqkaneOFwVfW,12.88258121,77.51129916,0
331,qyYbtMGMOuVbnxA,12.92187038,77.58995305,0
332,btzGHZDqWolXMWe,13.08853262,77.55927266,0
333,vfSyjUIajJLcGeu,12.97721175,77.47490206,0
334,GfSfNIaFCpgpBes,12.88060337,77.66553239,0
335,PJzoRUmbXOEGjGH,13.07758505,77.62937571,0
336,DixjOhqtvAdiSWg,12.90307645,77.73529386,0
337,ZbRlYFHJZlemlcg,12.86041072,77.7012641,0
338,bVWuJHPDKrkGyqG,13.00562174,77.47403696,0
339,WEeegLYYvdQftC,12.97894562,77.67529068,1
340,WEeeTgLYYvdQftC,12.97951229,77.67509942,1
341,ytuqkpYPdwphopm,13.02369942,77.52356917,0
342,YfxWxCKlmeOQrN,12.99573772,77.46042725,1
343,YfxWxCKllmeOQrN,12.99657891,77.46102703,1
344,MrjYiKFDVosaAjL,13.08656082,77.7012288,0
345,qdUtWNBvbtuZnil,12.94787281,77.47705011,0
346,DBDGxHfguqOEbop,12.98864582,77.53089514,0
347,CLUfDxWsNRlwZHg,13.04345919,77.60418237,0
348,OCLSBShQbPRvpgU,13.03285703,77.49677652,0
349,YfiGoOwmnQLyjRi,12.90693182,77.54691737,0
350,YApDJtqauwNgAHN,12.93203102,77.73580676,0
351,oEJllKszAxQaEaY,13.02054676,77.5931313,0
352,QkMhLEJVsvkOWIp,12.94894245,77.50384472,0
353,VLHkwWryfdbdhHN,13.04137236,77.50291044,0
354,woLNuGHIyFutqqT,13.03083027,77.68109205,0
355,ttjpAppqdIOtlgFD,13.0077761,77.53102153,1
356,ttjpAppqdIOtlgF,13.00868142,77.53104197,1
357,mZYydyyDPPpPzuvQ,13.08197032,77.64048601,1
358,mZYydyyDPPpPzuv,13.08261148,77.64135174,1
359,iUcpSxGJjDRaZCq,13.0696309,77.70391191,0
360,KdxeZrLpKWPOHiO,13.04868728,77.46036519,0
361,DiAlBOqofqXTfiT,13.0613306,77.65465874,0
362,qYiNGLQDcCBbBNr,12.85350481,77.54323262,0
363,bzzaIJThXyJXbor,12.85624255,77.54152273,0
364,nrfjoBfdogrQQxd,12.93277823,77.57048618,0
365,QkwzQyaQqYbgzoP,12.93000103,77.51117383,0
366,cgWUWBJqaVrOolO,13.08576646,77.65233989,0
367,eZVvqYradDFHGWy,13.06230781,77.49254698,0
368,InXyxxYvuOtrwxBz,12.95902623,77.45580673,1
369,InXyxxYvuOtrwxB,12.95939381,77.45516488,1
370,jJVysWnvThEfVN,13.08383292,77.72253068,1
371,jEJVysWnvThEfVN,13.08456671,77.72250142,1
372,QcmbKHLRVzKopHoz,13.09475997,77.54369529,1
373,QcmbKHLRVzKopHo,13.09444933,77.54468402,1
374,uOfuqQKCfUvxLHzl,13.02864674,77.54081547,1
375,uOfuqQKCfUvxLHz,13.0281528,77.54018141,1
376,ZqvgwmPEoXzgQv,12.88636709,77.57976963,1
377,ZlqvgwmPEoXzgQv,12.88717757,77.58021503,1
378,yLlHSCHUezLTStAe,13.00426458,77.56316646,1
379,yLlHSCHUezLTStA,13.00485957,77.5638384,1
380,CrCgXFmgUzERwQn,13.07128627,77.54734298,0
381,zpVccYFOysOPBb,12.95258127,77.59260231,1
382,zpVccYFOcysOPBb,12.95173792,77.59243374,1
383,bbyIrLxZerivvyH,12.90954011,77.73538139,0
384,OhvhIuhUeIhJVxE,12.8666725,77.65034939,0
385,OlBYPNYBsPdUWIL,13.03715709,77.61938457,0
386,jAuCBcIOebjPtL,13.06804311,77.58078352,1
387,jAuCBcIOJebjPtL,13.06851383,77.58094941,1
388,SPGFVLoTKeaphGl,13.07265733,77.60297409,0
389,LQfhhHnoOZxXJZE,13.08995726,77.69899533,0
390,NjvldpTqMFjNvMv,13.0196115,77.61659045,0
391,UHvHflhMWGpvEzuo,12.92682368,77.58184944,1
392,UHvHflhMWGpvEzu,12.92597395,77.58158328,1
393,jPKsYKmnRlcIteL,12.96581469,77.52693339,0
394,BoJCqoJklxplftqF,13.04119265,77.47023635,1
395,BoJCqoJklxplftq,13.04176717,77.47074862,1
396,YWceWqRLvizUsFW,13.00689469,77.57664271,0
397,abPUkveuBTZyvNQ,13.02766485,77.68831149,0
398,eXmTPoTnqAZhYnV,12.98082922,77.67176533,0
399,xSqLSOLKrljikUy,13.09303929,77.50405508,0
400,tlRKGSfyXpdnszG,12.98710594,77.66757001,0
401,riKAKZfpzWWgqEC,12.88814807,77.49578211,0
402,UaNAjlVwovchJv,12.85776744,77.55587184,1
403,UaNAjlVmwovchJv,12.85746869,77.55611115,1
404,SYgrIhsaCxBHBh,12.92522869,77.53493873,1
405,SYgOrIhsaCxBHBh,12.92609061,77.53502269,1
406,RXWHxGrDCilrNTm,12.87818457,77.67181096,0
407,LUCJDdIUoXjSdke,12.99129092,77.46277797,0
408,GGyIQNLuyQuVsao,12.97687331,77.67744447,0
409,kjLLmhjgfgWBGfn,13.07842485,77.60425564,0
410,wWunSrwPQqAqciY,13.00494991,77.59111131,0
411,ZfPuYUtJPaAyrzw,12.85337183,77.62566124,0
412,lFiZgUTsYsmCcve,12.90639178,77.7326948,0
413,YAsqEAHoRqfIXEu,12.89125738,77.6353235,0
414,EYSEhwhuWVPoNFe,13.09226828,77.62601495,0
415,zdSedwsmTjFbTRq,12.90146008,77.73915179,0
416,XbOtjZlbsSqrrYRV,13.09255219,77.52968715,1
417,XbOtjZlbsSqrrYR,13.09202641,77.53052607,1
418,cwPnQlblARQNxgc,12.91936833,77.47650191,0
419,TAevJytephHIrIRM,13.01830247,77.65401142,1
420,TAevJytephHIrIR,13.01854974,77.6547496,1
421,uRUXGHDRExEeeHb,12.87976453,77.73931861,0
422,XajaetzVTUaSpHm,13.04437737,77.5780789,0
423,BNeHOoSzriPyNbA,13.05177169,77.45234936,0
424,lCARbRkAOZNJrMgI,13.02761337,77.68489833,1
425,lCARbRkAOZNJrMg,13.02758072,77.68448847,1
426,jVMitFHFeBXylUO,12.99274298,77.48944555,0
427,wTUEkXzUrWajsum,12.99037029,77.71140507,0
428,KgFlmuNurvKcSpE,12.92940587,77.69857804,0
429,xeWCIHHPNhwOMKl,12.97671309,77.50463218,0
430,ooobimnhkeFFtyD,12.89689129,77.67903661,0
431,YoKsktuOqMWVqm,12.93183096,77.60181359,1
432,YoKsBktuOqMWVqm,12.93246728,77.60277644,1
433,cTnDlXxtaQulmEF,12.88943207,77.52881898,0
434,FTBTVigRRBRuiOx,12.877061,77.53145068,0
435,DiNlziXGNFumRLf,12.93938223,77.61568709,0
436,PXyatwKsirkhLvW,12.98455144,77.65723646,0
437,xYplogMXRUarbHY,12.95291945,77.47028195,0
438,TXMPICPuOtKzpvz,13.0339225,77.68897684,0
439,dgqwhXuKotQYyIw,12.93644483,77.52063706,0
440,RdrWinoSIaJqtVt,12.93147193,77.55582922,0
441,LGJhslNCbtqaTbd,12.95529193,77.48937718,0
442,YXdWcQptEPkDLGp,13.06189198,77.73560525,0
443,biVjwvpxcitlbyA,12.85656182,77.60839428,0
444,cdWCGGBLCRmsXsiJ,13.01782513,77.46142488,1
445,cdWCGGBLCRmsXsi,13.01863267,77.46191952,1
446,aLkNGsfsCEGxqM,12.89941111,77.4838565,1
447,XaLkNGsfsCEGxqM,12.89874601,77.4839006,1
448,qYgMcfTPkSWhblr,13.09051472,77.60186213,0
